Count,Street Address,City,State,Zip,Status,Category,Summary,Description,Created Date,Closed Date,Days to Acknowledged,Days to Closed,Reported Via Mobile App,Report ID
"1","43 Webster Ave","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","Trash in fence and shrubbery.","2016-05-03","05/12/2016","1.6417","8.6535","Yes","2458013"
"1","89 Sagamore Avenue","Chelsea","MA","2150","Archived","Pothole","Pothole","Thank you Chelsea DPW for your rapid response to the problem on Sagamore Ave. The hole is gone and the noise has subsided. Once again thank you to the Chelsea DPW!!!","2016-05-05","05/05/2016","0","0.1236","No","2462985"
"1","48 Washington Ave/Poplar Street","Chelsea","MA","2150","Archived","Other","Rat infestation on Poplar Street","Rats running wild during the day and about 20-30 at night.","2016-05-04","05/12/2016","0.784","7.8056","No","2461361"
"1","676 Broadway chelsea","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","At this address there are 4 vehicles not register I think they are only allowed to have one ,thank you","2016-05-05","05/12/2016","0","6.8493","Yes","2464365"
"1","101-103 Chestnut St","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","Folks on 101 chestnut street always use their front yard as a dumping grounds","2016-05-06","05/12/2016","0","6.1201","Yes","2466768"
"1","144 Congress Ave","Chelsea","MA","2150","Archived","Other","Need someone to inspect building","When we moved in everythig was fine until the walls started to crack. Now we can not take a bath because if we do the water will go into the basement and if the people who live upstairs take a shower it leaks into our bathroom. Our ceiling in the bthroom is slowly opening up. There is a crack in the wall in certain places of the apartment and you can clearly see that the apartment isn't leveled because there are holes everywhere, which make place for a lot of mice to come in. We are even strying to see new insects now. We have a toddler and a newborn and having all of this scares us because it seems the the buding is going to fall apart.","2016-05-05","05/05/2016","0","0.0299","No","2464038"
"1","286 Chestnut Street","Chelsea","MA","2150","Archived","Other","Rat nest in back of property","This building has left trash bins out on the sidewalk uncovered in the front of the building. In the back of building there is an infestation of rats as they seemed to have made a rat nest along the fence. During the day/night they can be seen running along Poplar Street. Hoping this can be addressed with the building owner because the breeding nest for the rats needs to be removed and/or baited ASAP.","2016-05-06","05/12/2016","0","5.9389","No","2467353"
"1","311-315 Eastern Ave","Chelsea","MA","2150","Archived","Other","Traffic light","Red light burned out","2016-05-07","05/17/2016","0","10.0361","Yes","2469641"
"1","60 Franklin Ave","Chelsea","MA","2150","Archived","Other","Tree branches need trimming.","City tree overhanging branches. The tree in front of my property has branches hanging right over my front porch. We have had squirrels jumping from them onto the porch. Can they be trimmed back?","2016-05-12","05/19/2016","4.5618","6.5813","Yes","2487368"
"1","174 Pearl St","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk is starting to cave in at one corner in front of 174 pearl street.","2016-05-09","07/26/2016","7.6104","77.6708","Yes","2474889"
"1","26 Congress Avenue","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","I have reported this graffiti incident many times. I think the owner of the property should be fined and the city of Chelsea should make him/her remove it immediately.. I live in Chelsea and pass by it every day going to work. Should I go to ISD to report it??????????????","2016-05-11","06/21/2016","12.7458","40.8979","No","2483529"
"1","7 Beacon Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Cars regulatly parked on sidewalk.","7 Beacon street has multiple cars in their driveway that are also in the sidewalk. People walking on the sidewalk have to sometimes go in the street. These cars need to be ticketed. This is illegal and unsafe.","2016-05-15","06/01/2016","0","16.6146","No","2495263"
"1","10 Eldridge Pl","Chelsea","MA","2150","Archived","Other","Abandoned motorcycle","This motorcycle has been parked here over 2 years- never moved. Sticker says 2012. No known owners. Please remove it.","2016-05-17","05/23/2016","0","5.616","Yes","2502613"
"1","450 Esstern Ave Chelsea","Chelsea","MA","2150","Archived","Other","Newly planted trees seems to be dried out.","Recently a new tree was planted in front of 450 Eastern Ave along with another next door. They were both planted at the same time but the tree in front of 450 seems to be dried out while the other is growing leaves. Can someone come out to take a look at this.....thank you!","2016-05-13","05/17/2016","0","3.4917","Yes","2491684"
"1","73 Division St","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","Mattresses attracting rats ( I saw them )","2016-05-14","05/26/2016","2.5451","11.5153","No","2493883"
"1","Box District Park","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","There looks to be a clean up effort done at this Box District Park however there was some remaining trash, several disposable gloves and a trash bag that was remaining nearby the water fountain.","2016-05-18","05/19/2016","0","0.7854","No","2505870"
"1","25 Essex St","Chelsea","MA","2150","Archived","Other","Grass at Quigley Park","The grass at Quigley Park on Essex could use some attention. It's patchy and overgrown in sections.","2016-05-19","05/19/2016","0","0.0229","Yes","2508504"
"1","128-150 Sagamore Ave","Chelsea","MA","2150","Archived","Other","Other - Uneven Road","For years, Sagamore Ave has been plagued by uneven asphalt and holes. It may be a good time to start thinking of repaying the entire road.","2016-05-20","05/26/2016","0","5.6972","Yes","2513464"
"1","Polonia Playground","Chelsea","MA","2150","Archived","Other","Other","Polonia Park needs upkeep (I've heard from longtime residents that it used to be beautiful). *Sticks and debris need to be raked and grass needs to be re-planted. *Mulch or some other material needs to be placed along park perimeter. *Children's park area needs garbage removal. *Sprinklers need to be repositioned to water grass, not concrete pathways.","2016-05-23","05/24/2016","0","0.7049","No","2520785"
"1","2-42 Chestnut St","Chelsea","MA","2150","Archived","Business Impacts in Neighborhoods","Business Impacts in Neighborhoods","Tractor trailer using Beacon St off ramp. This happens frequently..","2016-05-24","05/24/2016","0","0.1486","Yes","2523262"
"1","25 Gillooly Rd","Chelsea","MA","2150","Archived","Other","Other","Rat infestation","2016-05-25","06/07/2016","1.034","13.0681","No","2526305"
"1","122-144 Arlington Street","Chelsea","MA","2150","Archived","Pothole","Pothole","On Arlington St between Kayem and 80 Everett Ave, (MGH) there is a pothole. Turning onto Arlington St from Everett Ave it is just 10 feet from the first man hole.","2016-05-25","05/31/2016","0.7479","5.8174","No","2528119"
"1","202 Williams Street","Chelsea","MA","2150","Archived","Pothole","Pothole - Sewer manhole cover sinking","At the crossing of Spruce Street and Williams Street, There is a manhole cover that is needing to be elevated and leveled with the rest of the road. I've probably hit this 5 times in the last 6 months....please do something about it because it looks like its worsened. I attached a picture.","2016-05-25","07/20/2016","0.6993","55.7396","No","2528396"
"1","114-142 Park St","Chelsea","MA","2150","Archived","Other","Pothole","Cobblestones broken and hole could cause an accident","2016-05-27","06/01/2016","0","5.0063","Yes","2534534"
"1","115 Willow St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","0","2016-05-27","06/09/2016","0","12.5778","Yes","2536462"
"1","132-134 Cottage St","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","0","2016-05-27","06/07/2016","0","10.5785","Yes","2536464"
"1","132 Cottage St","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2016-05-27","05/31/2016","0","3.5514","Yes","2536465"
"1","129 Cottage St","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2016-05-27","05/31/2016","0","3.5507","Yes","2536466"
"1","109 Cottage St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","0","2016-05-27","06/07/2016","0","10.5708","Yes","2536481"
"1","115 Willow St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","0","2016-05-27",,"0","0","Yes","2536463"
"1","184 Carter St","Chelsea","MA","2150","Archived","Street lights","Street lights","None of the lights from the rt 1 on ramp or off ramp on carter street work. Please forward to mass dot for immediate fix.","2016-05-28","05/31/2016","0","2.4563","Yes","2539001"
"1","Broadway Route One South First Exit to (Chelsea) Revere Beach Parkway","Chelsea","MA","2150","Archived","Pothole","Pothole","Hello, The exit ramp before Russo's Tux Shop requires a resurface. Please repair. Thank you.","2016-05-31","05/31/2016","0","0.0021","No","2542860"
"1","Dead end of Hooper Street","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Overgrown vegetation-Public Property","At the dead end of Hooper Street, electrical wires are enveloped by city owned tree limbs. Could cause electrical outage. Not sure who is responsible City of Chelsea or Electric Company. Thanks for looking into this.","2016-05-29","06/01/2016","1.8694","2.8938","No","2539750"
"1","244 Carter St","Chelsea","MA","2150","Archived","Other","Center median","Was told this would be fixed when the weather got better and now the weather is better but nothing has been done. When will this be fixed?","2016-05-31","05/31/2016","0","0.05","Yes","2542901"
"1","11-99 Cabot St","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","TK paving has blocked two way access on Cabot, should be no street parking or a police detail to manage traffic.","2016-05-31","05/31/2016","0","0.0451","Yes","2544438"
"1","Bosson Playground Chelsea","Chelsea","MA","2150","Archived","Other","Other","The swing at Bosson Playground is broken.","2016-06-01","06/07/2016","0.7167","5.8146","Yes","2548677"
"1","147 Franklin St","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","Third floor is storing trash in the fire escape","2016-06-02","06/09/2016","0","6.5674","No","2553336"
"1","542-576 Broadway","Chelsea","MA","2150","Archived","Other","Crosswalk","When will crosswalk lines be put back? Drivers act as if they don't have to let pedestrians cross.","2016-06-03","06/28/2016","4.1347","25.2382","Yes","2554899"
"1","42 Congress Ave","Chelsea","MA","2150","Archived","Street lights","Street lights","The street light in front of Katz Bagel is out. I think it's been out for a while now.","2016-06-02","10/17/2016","4.4722","136.6826","Yes","2553750"
"1","353-381 Marginal St","Chelsea","MA","2150","Archived","Other","Other","0","2016-06-03","06/07/2016","0","3.6896","Yes","2556929"
"1","115 Willow St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","Overgrown weeds and excessive trash","2016-06-03",,"0","0","Yes","2556864"
"1","15 Shawmut St","Chelsea","MA","2150","Archived","Street signs","Street signs","The stop sign fell. Please help.","2016-06-04","06/07/2016","0","2.8493","Yes","2559347"
"1","16 Cheever Street","Chelsea","MA","2150","Archived","Pothole","Pothole","Pothole intersection of Sagamore Ave and Cheever Street in front of Fire Station","2016-06-03","06/07/2016","3.4458","3.6292","No","2557760"
"1","Cheever Street","Chelsea","MA","2150","Archived","Pothole","Pothole","Pothole intersection of Washington Ave and Cheever Street","2016-06-03","06/07/2016","3.4444","3.6285","No","2557763"
"1","76 Essex St","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","This is what I come home to every other day can't find parking space because we have people like this guy. Car park four days. cars outside ready to work on it that is not fair after a day of hard work you come home you have to park way down the street because you got person like this is taking parking spaces. car being towed in the night. Its this legal? Smell bad two. Or do I close my windows and not let my kids outside somebody please help thank you.","2016-06-05","07/07/2016","1.9042","31.9382","Yes","2560782"
"1","260 Washington Ave","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","they do not have trash barrels and they are feeding rats. you can see them in the yard. I had to exterminate 3 times.","2016-06-04","06/09/2016","2.7944","4.7771","No","2559416"
"1","Louis Street","Chelsea","MA","2150","Archived","Other","Big Rats in our neigborhood!","I am a resident who live at Louis Street and I noticed that a big rat is rounding our neighborhood, I just saw one and I hope is the only one in the neighborhood. I am wondering if the City Authorities can do something to eliminate it, before we have a pest of rat not only on my street, but in the city.","2016-06-06","06/21/2016","0.9597","15.3486","No","2562842"
"1","23 Clinton St","Chelsea","MA","2150","Archived","Other","Rat on Clinton St","On Sunday, I saw a rat crossing Clinton Street and heading toward the old Midas overgrown, weed-filled lot.","2016-06-06","06/09/2016","0.5597","2.5444","Yes","2565114"
"1","Car's Are Park There With No License Plates And I Will Guess No Insurance","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","73 central ave chelsea mass ,Car's Are Park There With No License Plates And I Will Guess No Insurance ,how many are they alow to have?","2016-06-08","07/07/2016","0.7479","28.784","Yes","2572796"
"1","201-331 Revere Beach Pkwy","Chelsea","MA","2150","Archived","Pothole","Pothole","Pot holes on bridge","2016-06-10","06/10/2016","0","0.0056","Yes","2579223"
"1","350 Broadway","Chelsea","MA","2150","Archived","Street lights","Street lights","Glass broken in the light fixture at the corner of Broadway & fourth street. Individual pieces of glass hanging and can cause injury.","2016-06-10","06/10/2016","0.0028","0.0132","Yes","2579230"
"1","133-145 Highland St","Chelsea","MA","2150","Archived","Other","Other","This portable potty is unlock. People may do anti-social activity ie. Sex drugs","2016-06-13","06/14/2016","0","1.184","Yes","2586704"
"1","Bellingham And Highland Park","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","Bellingham hill park there is a big trash bin that needs to be empty so please send someone to clean this up","2016-06-10","06/14/2016","0","3.6688","Yes","2581445"
"1","234 Broadway","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","Tree removal. The dpw just came by and cut down the tree in front of our store. It was alive but needed trimming. Id like to know if a new one will be put back in its place? i can be contacted at 617-884-5328","2016-06-10","06/14/2016","3.9729","4.0986","No","2580332"
"1","133-145 Highland St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","0","2016-06-10","06/14/2016","0","3.6493","Yes","2581451"
"1","29 Gillooly Rd","Chelsea","MA","2150","Archived","Other","Rats","Rat infestation, feeding off open garbage barrels.","2016-06-13","06/21/2016","1.316","8.4736","No","2586297"
"1","39 winnisimmet st #8","Chelsea","MA","2150","Archived","Pothole","Pothole","Big pothole on Winnisimmet St. between Park St. & Williams St. block.","2016-06-11","06/14/2016","0","3.1625","No","2582766"
"1","353-381 Marginal St","Chelsea","MA","2150","Archived","Graffiti on Public Property","Graffiti-Public Property","Can we do something about the chelsea walk. Graffiti, trash, overgrown grass. Can we have surveillance camera for a peace of mind. Thank you.","2016-06-14","11/14/2016","1.4389","152.9604","Yes","2593783"
"1","36 Clinton St","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Overgrown vegetation-Public Property","The path along the creek beside Chili's is Waaaaay overgrown.","2016-06-16","06/21/2016","0","5.1132","Yes","2598925"
"1","Revere Beach Parkway","Chelsea","MA","2150","Archived","Street lights","Street lights","Hello, There is a missing street light at the corner across from the Target mall (after Gladstone Street). The Boston exit is nearby. Please check all lights in this area. Many are not working. Please repair. Thank you.","2016-06-16","06/21/2016","0","4.7243","No","2600967"
"1","111 Everett Ave","Chelsea","MA","2150","Archived","Other","Abandoned car","This car has been sitting in the TJ Maxx/Home Goods parking lot for at least a month. Back tire is flat.","2016-06-18","07/14/2016","2.0722","26.1382","Yes","2606673"
"1","496-498 Broadway","Chelsea","MA","2150","Archived","Other","Dirty trash barrel.","Trash barrel a City Hall on Broadway side across the street from Perfect Cuts is dirty/hS trash at bottom and needs to be cleaned.","2016-06-18","06/21/2016","0","2.9444","Yes","2607085"
"1","12-60 Dudley St","Chelsea","MA","2150","Archived","Street signs","Street signs","Damaged street sign","2016-06-19","06/21/2016","0","2.05","Yes","2608430"
"1","93 Parker St","Chelsea","MA","2150","Archived","Pothole","Pothole","Visible hole near man cover","2016-06-19","06/28/2016","1.7771","8.8479","Yes","2608923"
"1","Just down from 13 Dudley St","Chelsea","MA","2150","Archived","Street signs","Street signs","Street Sign knocked over…leaning against the wall.","2016-06-20","06/21/2016","0","0.9264","No","2610888"
"1","165 Grove St","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","Graffiti on the wall","2016-06-23","08/16/2016","0","54.1889","Yes","2623716"
"1","3 Griffin Way","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","Graffiti on the back of the building wall,and it's really bad.","2016-06-23","08/16/2016","0","54.2958","Yes","2623136"
"1","324 Broadway","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk tripping hazard on busy mid-center Broadway","2016-06-22","06/29/2016","1.1819","7.2861","No","2620716"
"1","89 Chesnut Street","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Overgrown vegetation-Public Property","City Tree that was planted a year or so ago is now in desperate need of trimming.","2016-06-22","06/28/2016","0","5.7229","No","2620725"
"1","3 Clinton St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","THE OLD MIDAS LOT IS STILL OVERGROWN, AND FULL OF TRASH, INCLUDING A NICE BIG TIRE THAT'S BEEN SITTING THE PROPERTY FOR MANY WEEKS. THIS LOT ATTRACTS RATS. PLEASE DO SOMETHING.","2016-06-21","07/14/2016","0.0611","22.7667","Yes","2616655"
"1","230 Central Ave Chelsea mass","Chelsea","MA","2150","Archived","Other","Other ,a no parking sign is broken and need to get fixed","Broken no parking Pole sign is on the ground and need to be put up again.","2016-06-23","06/28/2016","0","4.8465","Yes","2623987"
"1","21-27 Gerrish ave","Chelsea","MA","2150","Archived","Other","Rat holes","All in front of 21 Gerrish to 27 Gerrish are rat holes in the mulch going under the front doors. If you're up early enough you can still see them running around. There's always a dead one in the street this situation is out of control and needs to be fixed. Library street is just as bad. There is a park at the end of the street I can just imagine they run all over there also which is disgusting.","2016-06-23","07/14/2016","0","20.7986","No","2624772"
"1","944 Broadway","Chelsea","MA","2150","Archived","Other","Other","Rats are crawling in the front of 944 Broadway Please help","2016-06-24","07/14/2016","0","20.0903","No","2627162"
"1","Wesley Street","Chelsea","MA","2150","Archived","Street signs","Street signs","Stop sign at corner of Wesley and Garfield is completely covered over by tree growth from neighboring property.","2016-06-24","06/28/2016","4.0063","4.0757","No","2627613"
"1","Kaboom Kids Park","Chelsea","MA","2150","Archived","Other","smell of urine in kids park","Probably adults/teens using the park at night and urinating wherever. Could we look into having some portapotties around in Chelsea? We could do a fundraiser...","2016-06-24","06/28/2016","0","3.9063","No","2628214"
"1","141-165 Willow St","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","0","2016-06-24","08/16/2016","0","52.9188","Yes","2628899"
"1","43-61 Highland St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","homedepot cart","2016-06-24","06/28/2016","0","3.5951","Yes","2628976"
"1","63 Highland St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","0","2016-06-24","07/14/2016","0","19.716","Yes","2628968"
"1","119 Maverick St","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","0","2016-06-24","06/28/2016","0","3.7111","Yes","2628964"
"1","76 Highland St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","Over grown weeds","2016-06-24","08/16/2016","0","52.8639","Yes","2628961"
"1","136 Highland St","Chelsea","MA","2150","Archived","Overgrown vegetation on Public Property","Overgrown vegetation-Public Property","Over grown weeds","2016-06-24","06/28/2016","0","3.6069","Yes","2628948"
"1","22 Highland St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Bucket on sidewalk","2016-06-24","06/28/2016","0","3.5931","Yes","2628980"
"1","212 Congress Ave","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","This wood panel may fall on pedestrians walking by it","2016-06-24","07/14/2016","0","19.7014","Yes","2628981"
"1","41-43 Central Ave","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Trash in the garden cemetery along central ave.","2016-06-24","06/28/2016","0","3.5632","Yes","2629048"
"1","140 Essex St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","0","2016-06-24","07/14/2016","0","19.7028","Yes","2628990"
"1","120 Essex St","Chelsea","MA","2150","Archived","Overgrown vegetation on Private property","Overgrown vegetation-Private Property","Over grown weeds","2016-06-24","07/14/2016","0","19.6986","Yes","2629003"
"1","75 Bellingham St Chelsea Ma 02150","Chelsea","MA","2150","Archived","Trash on Private Property","Trash on Private Property","0","2016-06-24","07/07/2016","0","12.5799","Yes","2629074"
"1","858 Broadway","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","Shopping cart with garbage sitting here a few days.","2016-06-25","06/28/2016","0","2.8465","Yes","2631150"
"1","1-11 Dudley St","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","Large area of new graffiti on back side of tortilla factory.","2016-06-27","07/09/2016","0","11.941","Yes","2634784"
"1","149 Essex Street","Chelsea","MA","2150","Archived","Other","Unlicensed business","Sign advertising car detailing on fence of home.","2016-06-27","08/16/2016","10.0264","50.2632","Yes","2634502"
"1","37 Webster Ave","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","Trash left outside of dumpster all weekend. And now on Monday dumpster not emptied and more trash thrown on top. Rats are having a field day!!","2016-06-27","08/16/2016","0","49.8535","Yes","2636999"
"1","73 division st","Chelsea","MA","2150","Archived","Other","Motorcycle blocking entrance","Motorcycle illegally parked on sidewalk is also blocking rear emergency egress from 100 Pearl street","2016-06-28","06/29/2016","0","1.6917","No","2637726"
"1","Addison Street","Chelsea","MA","2150","Archived","Pothole","Pothole","From Carmel street down to the corner stores needs some pothole maintenance. The road is really chewed up and causing problems for cars. Can we get this issue addressed?","2016-06-28","07/26/2016","1.2701","27.7694","Yes","2640481"
"1","154 Shurtleff St","Chelsea","MA","2150","Archived","Dead Animal (on Public Property)","Dead Animal (Public Property)","Dead mouse on sidewalk at corner of Shawmut and Chester.","2016-06-29","06/29/2016","0","0.6326","Yes","2642518"
"1","25-47 Essex St","Chelsea","MA","2150","Archived","Dead Animal (on Public Property)","Dead Animal (Public Property)","Dead rat in the road in front of 52 Chester","2016-06-29","06/29/2016","0","0.6354","Yes","2642514"
"1","113 Willow St","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","Does a private citizen have the right to install no parking signs in front of an uncut sidewalk. 99 Willow street yard on Cottage street side. Watched him install signs stating TOW ZONE. Isn't this something that the Department of Public Works would do not a private citizen?","2016-06-28","11/02/2016","0.9014","126.8361","Yes","2640826"
"1","170 2nd St","Chelsea","MA","2150","Archived","Other","Other","0","2016-06-30","10/31/2016","0","123.1063","Yes","2647967"
"1","75 Shawmut St","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","This truck allways park in front of 75 Shawmut st every time they deliver milk to this store in the corner of maverick and Shawmut, ,the name of the convenience store VEGA MARKET and is at 29 maverick st ,the company truck is OAKHURST and I already talk to the driver to park on the st but he doesn't care they already cracked the sidewalk on 69 Shawmut and I told him not to do the same at 75 Shawmut I complained about about this before and nothing is been done .","2015-10-12","10/13/2015","0","1.2194","Yes","1969342"
"1","Jefferson Avenue","Chelsea","MA","2150","Archived","Street lights","Street lights","From Washington Ave, 2nd street light on the right hand side of Jefferson Ave is out.","2015-10-22","11/19/2015","0.9056","28.2021","No","1988506"
"1","57 Cherry street","Chelsea","MA","2150","Archived","Other","Street Light not working","Sorry to report that the street light that was repaired is not working again. One neighbor works nights and is uncomfortable coming home in the dark. Thank you","2015-09-11","09/29/2015","2.8597","17.9271","No","1908405"
"1","32-40 Central Ave","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","For weeks this trash has been piling up even after I have cleaned it up twice. The empty plots where there were once trees are filled with trash. Even the plots with trees have trash! This is disgusting. I also saw a rat having a field day in one of them the other day. This is between 32-40 Central Ave in between Shurtleff and Shawmut. The trash is out of control and continues to get worse. Please have this cleaned up or make the business owners responsible for clean-up. This is outrageous.","2015-09-22","09/28/2015","0.0701","5.7563","No","1927832"
"1","327-331 Washington Ave","Chelsea","MA","2150","Archived","Other","Street lights","Since the road was divided into right/straight and left only, traffic is backing up along Washington St all the way past Washington Park. About 6 cars make it through per light. There's got to be a better flow pattern possible.","2015-10-26","12/29/2015","0","63.7188","Yes","1994730"
"1","154 Pearl Street","Chelsea","MA","2150","Archived","Dead Animal (on Public Property)","Dead Animal (Public Property)","Last Thursday 11/5/15 our accountant came CRC's office and saw a live rat walking on Pearl Street. She took a picture to show us. I think the City should begin a program to exterminate for rats and mice in and around vacant boarded up buildings, vacant lots and areas that have lots of construction going on. Revere is heavily infested and so is Chelsea. This issue is out of control. We need to work on this aggressively before a child or an elderly person is attacked and hurt severely. Not to mention how embarrassing it is to have a visitor come to Chelsea and be able to take a picture of a rat walking on the sidewalk.","2015-11-12","11/19/2015","0.4229","6.7403","No","2026886"
"1","180-186 Broadway","Chelsea","MA","2150","Archived","Other","Other","Since the implementation of the new parking/loading zone setups, along with lines for dual traveling space along the entire Broadway span from City Hall to lower broadway, i've noticed that double parking STILL causes grid lock. Parking Meter personnel try their best to get cars to move... my problem is the police, they do not HELP. They drive pass these double parked cars and dont enforce traffic rules.","2015-10-15","10/15/2015","0","0.1951","No","1976479"
"1","115-199 Cherry Street","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","Over a year now and the Graffiti issue has not been resolved. When will the city handle this situation in an APPROPRIATE matter? Have fines even been handed to the building owners since this issue was first report last summer (2014)???","2015-07-27","12/03/2015","92.1938","129.1396","No","1807043"
"1","223 Webster Ave","Chelsea","MA","2150","Archived","Other","Low hanging cable","There is an extremely low hanging cable coming from the electric pole. The electric pole is 23A on Webster Ave","2015-09-18","10/01/2015","3.5007","12.5903","Yes","1921151"
"1","57-59 Washington Ave","Chelsea","MA","2150","Archived","Graffiti on Private Property","Graffiti-Private Property","Nothing else to say, this tag has been there for a while.","2016-02-18","02/25/2016","0","7.0875","Yes","2242758"
"1","Clinton and Broadway","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","THE LOT ON CORNER NOT BROADWAY AND CLINTON ST IN CHELSEA, MA IS STILL A COMPLETE PILE OF TRASH. NEEDS TO BE PICKED CLEANED.","2016-04-19","04/28/2016","0","9.0257","Yes","2413304"
"1","88 GARLAND ST","Chelsea","MA","2150","Archived","On-street Parking Issues","On-street Parking Issues","OF COURSE NO ONES IS ANSWERING PHONE AT PARKING OFFICE","2015-07-24","08/06/2015","0","12.7743","No","1802057"
"1","100-108 Chestnut","Chelsea","MA","2150","Archived","Other","RATS","VERY BIG issues with RATS around this area. The City/MassDot needs to treat there area. They are getting into the apartments (from 1st to 3rd floors). Landlords are treating property w/ exterminator BUT others need to take responsibility for the area that pertains to them. Apartments are getting infested!!!!!!","2015-08-21","08/31/2015","4.1326","9.8111","No","1860670"
"1","Beacon St","Chelsea","MA","2150","Archived","Trash on Public Property","Trash on Public Property","There is a great deal of trash on the sidewalk and in the gutter in the first block at the first bus stop on Beacon St. Also, all of the bricks have been pulled up from the base of the tree in the sidewalk.","2016-02-21","02/23/2016","0.4729","1.5243","No","2251267"
"1","35 4th st","Chelsea","MA","2150","Archived","Code Enforcement Issues -- Private Property","Code Enforcement Issues -- Private Property","a lot of rats in builiding","2016-04-29","05/05/2016","0","6.2938","No","2445175"
"1","2 3rd Street","Chelsea","MA","2150","Archived","Sidewalk Conditions (other than Snow & Ice Removal)","Sidewalk Conditions (other than Snow & Ice Removal)","Unpainted/incomplete crosswalks -- still! The ones on Broadway and elsewhere were started at least three weeks ago but never finished. The one along Broadway crossing 3rd St was never started and is completely obliterated. Same issue one block down at Broadway and Everett Ave. I know my councillor had called about this already - please finish the job!","2015-07-09","07/20/2015","10.9931","10.9944","Yes","1762021"
